check_key,area,region,attributed_boss,nearest_grace_flag,nearest_grace_name,grace_dist_u,within_cap,tier,field_dist_u
"410000,0:0000066900::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0000066910::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0000066920::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410100,0:0000066930::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410200,0:0000066940::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"614741,0:0000066950::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,80,1,2field,362
"615044,0:0000066960::",scadualtus,Mountaintops of the Giants,Ghostflame Dragon Boss,69494401,Bonny Village,58,1,2field,203
"615044,0:0000066970::",scadualtus,Mountaintops of the Giants,Ghostflame Dragon Boss,69504400,Recluses' River Downstream,122,1,2field,308
"210200,0:0000066980::",westrampart,Mountaintops of the Giants,[capstone] Fire Giant,120600,,0,1,4capstone,1414164939
"604636,0:0000067020::",limgrave,"Nokron, Eternal City Start",[capstone] Regal Ancestor Spirit,61453600,Fort Haight West,140,1,4capstone,827
"100000,0:0000067030::",stormveil,,Godrick the Grafted,100006,Liftside Chamber,86,1,1legacy,
"604039,0:0000067050::",stormhill,Stormhill,Bell Bearing Hunter,100007,Secluded Cell,186,0,2field,492
"603544,0:0000067060::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62364301,Fallen Ruins of the Lake,221,0,2field,590
"604153,0:0000067070::",altus,Altus Plateau,Wormface,63405200,Forest-Spanning Greatbridge,206,0,2field,41
"604954,0:0000067090::",snowfield,Consecrated Snowfield,Night's Cavalry (Glaive),65495400,Consecrated Snowfield,68,1,2field,153
"160000,0:0000067120::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,20,1,1legacy,
"160000,0:0000067130::",volcano_temple,,"Rykard, Lord of Blasphemy",160001,Temple of Eiglay,34,1,1legacy,
"604338,0:0000067200::",limgrave,Limgrave,Night's Cavalry,310000,Murkwater Cave,90,1,2field,236
"603554,0:0000067250::",gelmir,Mt. Gelmir,Magma Wyrm,63355300,Seethewater Terminus,148,1,2field,153
"605136,0:0000067260::",caelid,Redmane Castle Post Radahn,[capstone] Redmane Castle Post Radahn,64513601,Chamber Outside the Plaza,108,1,4capstone,
"120200,0:0000067300::",siofra,Siofra River,Decaying Ekzykes,120203,Siofra River Bank,56,1,2field,351
"605136,0:0000067310::",caelid,Redmane Castle Post Radahn,[capstone] Redmane Castle Post Radahn,64513601,Chamber Outside the Plaza,116,1,4capstone,
"603644,0:0000067400::",liurnia,Liurnia of The Lakes,Night's Cavalry,62374400,Academy Gate Town,166,0,2field,597
"603840,0:0000067410::",liurnia,Stormhill,[capstone] Godrick the Grafted,62384000,Liurnia Lake Shore,111,1,4capstone,1057
"140000,0:0000067420::",academy,,Rennala 2,140001,Debate Parlor,20,1,1legacy,
"300000,0:0000067430::",peninsula_tombswardcatacombs,,Cemetery Shade,300000,Tombsward Catacombs,56,1,1mini,
"604956,0:0000067440::",snowfield,Consecrated Snowfield,Night's Cavalry (Glaive),311200,Cave of the Forlorn,199,0,2field,310
"603841,0:0000067450::",liurnia,Moonlight Altar,"Adan, Thief of Fire",62384100,Laskyar Ruins,11,1,2field,228
"603550,0:0000067460::",liurnia,Ruin-Strewn Precipice,Onyx Lord,62355003,Main Caria Manor Gate,87,1,2field,346
"603842,0:0000067480::",liurnia,Liurnia of The Lakes,Night's Cavalry,62384300,Gate Town Bridge,180,0,2field,123
"120200,0:0000067630::",siofra_nokron,"Nokron, Eternal City",Dragonkin Soldier,120207,Aqueduct-Facing Cliffs,34,1,2field,48
"604350,0:0000067640::",outskirts,Divine Bridge,Fallingstar Beast,63435000,Minor Erdtree Church,31,1,2field,376
"604640,0:0000067650::",limgrave,"Nokron, Eternal City",Putrid Avatar,64464000,Smoldering Church,5,1,2field,238
"604537,0:0000067800::",limgrave,"Nokron, Eternal City Start",Tibia Mariner,61443700,Mistwood Outskirts,179,0,2field,503
"603651,0:0000067840::",altus,Ruin-Strewn Precipice,Onyx Lord,301200,Unsightly Catacombs,25,1,2field,396
"603954,0:0000067850::",altus,Altus Plateau,Wormface,63395402,Castellan's Hall,34,1,2field,578
"301300,0:0000067860::",outskirts_sidetomb,,Grave Warden Duelist,301300,Auriza Side Tomb,88,1,1mini,
"604640,0:0000067870::",caelid,"Nokron, Eternal City",Putrid Avatar,64464000,Smoldering Church,3,1,2field,239
"310200,0:0000067880::",peninsula_tombswardcave,,Miranda Blossom,61413300,Fourth Church of Marika,63,1,1mini,
"120100,0:0000067890::",lakeofrot,Lake of Rot,Glintstone Dragon Smarag,120108,Grand Cloister,180,0,2field,242
"120500,0:0000067910::",mohgwyn,,"Mohg, Lord of Blood",120501,Palace Approach Ledge-Road,42,1,1legacy,
"300700,0:0000068000::",gelmir_wyndhamcatacombs,,Erdtree Burial Watchdog,300700,Wyndham Catacombs,120,1,1mini,
"130000,0:0000068020::",farumazula,,"Maliketh, the Black Blade",130005,Tempest-Facing Balcony,47,1,1legacy,
"604836,0:0000068030::",caelid,Siofra River,Decaying Ekzykes,64483600,Cathedral of Dragon Communion,9,1,2field,145
"604538,0:0000068200::",limgrave,"Nokron, Eternal City Start",Tibia Mariner,61443900,Summonwater Village Outskirts,162,0,2field,185
"111000,0:0000068210:101800,11109772:",roundtable,Roundtable Hold,[capstone] Roundtable Hold,111000,Table of Lost Grace,28,1,4capstone,6407786
"603848,0:0000068400::",bellum,Bellum Highway,Erdtree Avatar,62384800,Frenzied Flame Village Outskirts,112,1,2field,116
"350000,0:0000068410::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350000,Cathedral of the Forsaken,51,1,4capstone,
"615440,0:0000068570::",jaggedpeak,Mountaintops of the Giants,Ancient Dragon Senessax,68533900,Jagged Peak Mountainside,68,1,2field,328
"615146,0:0000068580::",scadualtus_miyr,Mountaintops of the Giants,Ralva the Great Red Bear,69514500,Cathedral of Manus Metyr,106,1,2field,324
"614741,0:0000068590::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,67,1,2field,382
"615145,0:0000068600::",scadualtus,Mountaintops of the Giants,Ralva the Great Red Bear,69514500,Cathedral of Manus Metyr,81,1,2field,437
"614640,0:0000068610::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,158,1,2field,65
"614742,0:0000068620::",ellac,Mountaintops of the Giants,Black Knight Edredd,61474300,Ellac River Cave,133,1,2field,556
"614943,0:0000068630::",gravesite,Mountaintops of the Giants,Black Knight Edredd,61484300,Pillar Path Cross,173,0,2field,165
"614446,0:0000068640::",rauhruins,Mountaintops of the Giants,Rugalea the Great Red Bear,69444600,"Church of the Bud, Main Entrance",227,0,2field,259
"614644,0:0000068650::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",148,1,2field,185
"410000,0:0000068660::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"615041,0:0000068670::",abyssal,Mountaintops of the Giants,Jagged Peak Drake Boss,68504200,Abyssal Woods,335,0,2field,181
"614447,0:0000068680::",rauhbase,Mountaintops of the Giants,Rugalea the Great Red Bear,69454700,Ravine North,338,0,2field,151
"614745,0:0000068690::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",120,1,2field,77
"420000,0:0000068700::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"614739,0:0000068710::",charo,Mountaintops of the Giants,Death Rite Bird,68483900,Cerulean Coast,189,0,2field,156
"615141,0:0000068720::",jaggedpeak_foot,Mountaintops of the Giants,Jagged Peak Drake Boss,68524000,Foot of the Jagged Peak,264,0,2field,411
"614643,0:0000068730::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",157,1,2field,281
"400000,0:0000068740::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"614842,0:0000068750::",abyssal,Mountaintops of the Giants,Black Knight Edredd,68484300,Divided Falls,106,1,2field,285
"614837,0:0000068760::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483700,Cerulean Coast Cross,184,0,2field,197
"614944,0:0000068770::",scadualtus,Mountaintops of the Giants,Ghostflame Dragon Boss,69494400,Moorth Ruins,74,1,2field,287
"400100,0:0000068780::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"614744,0:0000068790::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,12,1,2field,112
"210000,0:0000068800::",shadowkeep_church_lower,Mountaintops of the Giants,[capstone] Fire Giant,120600,,0,1,4capstone,1414164939
"614939,0:0000068810::",jaggedpeak_foot,Mountaintops of the Giants,Jagged Peak Drake Boss,68493900,Grand Altar of Dragon Communion,93,1,2field,406
"614943,0:0000068820::",scadualtus,Mountaintops of the Giants,Black Knight Edredd,69494302,Behind the Fort of Reprimand,44,1,2field,22
"220000,0:0000068840::",fissure,Mountaintops of the Giants,[capstone] Fire Giant,120600,,0,1,4capstone,1414164939
"614938,0:0000068850::",charo,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68493900,Grand Altar of Dragon Communion,247,0,2field,230
"614648,0:0000068860::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,230,0,2field,487
"280000,0:0000068880::",midramanse,Mountaintops of the Giants,[capstone] Fire Giant,120600,,0,1,4capstone,1414164939
"614846,0:0000068890::",scadualtus,Mountaintops of the Giants,Ralva the Great Red Bear,69484700,Ancient Ruins Base,169,0,2field,389
"614744,0:0000068900::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,72,1,2field,216
"614647,0:0000068910::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454700,Ravine North,199,0,2field,188
"614938,0:0000068920::",cerulean_rhia,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68493900,Grand Altar of Dragon Communion,182,0,2field,294
"210200,0:0000068930::",westrampart,Mountaintops of the Giants,[capstone] Fire Giant,120600,,0,1,4capstone,1414164939
"614638,0:0000068940::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68463900,Cerulean Coast West,161,0,2field,368
"614735,0:0000068950::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68473600,The Fissure,226,0,2field,644
"350000,0:0000069740::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350004,Frenzied Flame Proscription,43,1,4capstone,
"603848,0:0000069760::",liurnia,Bellum Highway,Erdtree Avatar,62384800,Frenzied Flame Village Outskirts,105,1,2field,96
"603544,0:0000400030::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62364301,Fallen Ruins of the Lake,209,0,2field,589
"603544,0:0000400031::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62364301,Fallen Ruins of the Lake,209,0,2field,589
"603544,0:0000400032::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62364301,Fallen Ruins of the Lake,209,0,2field,589
"100100,0:0000400033::",bellum,Stormhill,[capstone] Godrick the Grafted,62394000,Lake-Facing Cliffs,12,1,4capstone,850
"120500,0:0000400036::",mohgwyn,,"Mohg, Lord of Blood",120503,Dynasty Mausoleum Midpoint,19,1,1legacy,
"120500,0:0000400037::",mohgwyn,,"Mohg, Lord of Blood",120503,Dynasty Mausoleum Midpoint,19,1,1legacy,
"604236,0:0000400042::",limgrave,Church of Dragon Communion,Ancient Hero of Zamor,61423600,Church of Elleh,20,1,2field,754
"604236,0:0000400049::",limgrave,Church of Dragon Communion,Ancient Hero of Zamor,61423600,Church of Elleh,20,1,2field,754
"100000,0:0000400050::",stormveil_start,,Godrick the Grafted,100003,Gateside Chamber,10,1,1legacy,
"100000,0:0000400051::",stormveil,,Godrick the Grafted,100003,Gateside Chamber,10,1,1legacy,
"604331,0:0000400060::",peninsula,Weeping Peninsula,Deathbird,61433101,Behind the Castle,94,1,2field,316
"603344,0:0000400061::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62334400,Revenger's Shack,7,1,2field,212
"604331,0:0000400069::",peninsula,Weeping Peninsula,Deathbird,61433101,Behind the Castle,94,1,2field,316
"160000,0:0000400070::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,11,1,1legacy,
"160000,0:0000400071::",volcano_temple,,"Rykard, Lord of Blasphemy",160000,"Rykard, Lord of Blasphemy",15,1,1legacy,
"160000,0:0000400072::",volcano,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,11,1,1legacy,
"160000,0:0000400073::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,38,1,1legacy,
"160000,0:0000400074::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,38,1,1legacy,
"160000,0:0000400075::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,38,1,1legacy,
"160000,0:0000400076::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,11,1,1legacy,
"160000,0:0000400077::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,11,1,1legacy,
"160000,0:0000400078::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,11,1,1legacy,
"350000,0:0000400080::",peninsula,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350004,Frenzied Flame Proscription,19,1,4capstone,
"350000,0:0000400081::",sewer,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350004,Frenzied Flame Proscription,19,1,4capstone,
"350000,0:0000400089::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350004,Frenzied Flame Proscription,19,1,4capstone,
"160000,0:0000400090::",liurnia,Mt. Gelmir,Full-Grown Fallingstar Beast,160002,Volcano Manor,33,1,2field,205
"160000,0:0000400091::",volcano_drawingroom,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,33,1,1legacy,
"604133,0:0000400100::",peninsula,Church of Dragon Communion,Ancient Hero of Zamor,61413300,Fourth Church of Marika,81,1,2field,142
"140000,0:0000400101::",limgrave,Lake of Rot,Glintstone Dragon Smarag,140000,Raya Lucaria Grand Library,9,1,2field,270
"604436,0:0000400102::",limgrave,Limgrave,Night's Cavalry,61443600,Waypoint Ruins Cellar,13,1,2field,251
"140000,0:0000400103::",limgrave,Lake of Rot,Glintstone Dragon Smarag,140000,Raya Lucaria Grand Library,9,1,2field,270
"140000,0:0000400106::",limgrave,Lake of Rot,Glintstone Dragon Smarag,140000,Raya Lucaria Grand Library,10,1,2field,270
"140000,0:0000400107::",academy_library,,Rennala 2,140000,Raya Lucaria Grand Library,10,1,1legacy,
"603542,0:0000400130::",liurnia,Moonlight Altar,Glintstone Dragon Adula,62344200,Village of the Albinaurics,107,1,2field,91
"603450,0:0000400140::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355001,Manor Lower Level,139,1,2field,573
"603450,0:0000400141::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355001,Manor Lower Level,139,1,2field,573
"603450,0:0000400143::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355001,Manor Lower Level,139,1,2field,573
"603450,0:0000400145::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355001,Manor Lower Level,139,1,2field,573
"603450,0:0000400148::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355001,Manor Lower Level,141,1,2field,574
"603550,0:0000400149::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355001,Manor Lower Level,31,1,2field,479
"120200,0:0000400150::",limgrave,Siofra River,Decaying Ekzykes,120203,Siofra River Bank,241,0,2field,149
"603450,0:0000400158::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62345001,Ranni's Chamber,51,1,2field,666
"120100,0:0000400159::",ainsel,Ainsel River Main,Night's Cavalry,120106,Lake of Rot Shoreside,93,1,2field,343
"603546,0:0000400161::",liurnia,Roundtable Hold,[capstone] Roundtable Hold,111000,Table of Lost Grace,11,1,4capstone,6407803
"603952,0:0000400162::",altus,Altus Plateau,Black Knife Assassin,320400,Old Altus Tunnel,207,0,2field,295
"603546,0:0000400163::",liurnia,Altus Plateau,Black Knife Assassin,320400,Old Altus Tunnel,219,0,2field,283
"604953,0:0000400164::",mountaintops,Flame Peak,[capstone] Fire Giant,65495300,Zamor Ruins,11,1,4capstone,
"130000,0:0000400170::",stormhill,Flame Peak,[capstone] Fire Giant,130006,Dragon Temple,68,1,4capstone,
"130000,0:0000400171::",liurnia,Flame Peak,[capstone] Fire Giant,130006,Dragon Temple,68,1,4capstone,
"130000,0:0000400172::",gelmir,Flame Peak,[capstone] Fire Giant,130006,Dragon Temple,68,1,4capstone,
"130000,0:0000400174::",farumazula,,"Maliketh, the Black Blade",130006,Dragon Temple,65,1,1legacy,
"130000,0:0000400175::",stormhill,Stormhill,Deathbird,61433900,Saintsbridge,48,1,2field,217
"160000,0:0000400180::",volcano,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,30,1,1legacy,
"160000,0:0000400181::",altus,Mt. Gelmir,Full-Grown Fallingstar Beast,160002,Volcano Manor,30,1,2field,153
"160000,0:0000400182::",volcano,,"Rykard, Lord of Blasphemy",160002,Volcano Manor,30,1,1legacy,
"310000,0:0000400183::",limgrave_murkwatercave,,"Margit, the Fell Omen",310000,Murkwater Cave,52,1,1mini,
"160000,0:0000400189::",limgrave_murkwatercave,,"Margit, the Fell Omen",310000,Murkwater Cave,52,1,1mini,
"604138,0:0000400190::",stormhill,Roundtable Hold,[capstone] Roundtable Hold,111000,Table of Lost Grace,21,1,4capstone,6407794
"604138,0:0000400191::",stormhill,Roundtable Hold,[capstone] Roundtable Hold,111000,Table of Lost Grace,21,1,4capstone,6407794
"603746,0:0000400209::",liurnia,Ainsel River,Bell Bearing Hunter,62374600,Church of Vows,41,1,2field,11
"100000,0:0000400220::",stormveil,,Godrick the Grafted,61443700,Mistwood Outskirts,128,1,1legacy,
"100000,0:0000400221::",limgrave,Stormhill,Bell Bearing Hunter,100000,Godrick the Grafted,83,1,2field,737
"605143,0:0000400230::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400231::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400232::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400233::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400234::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400235::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400236::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400237::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400238::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"605143,0:0000400239::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,29,1,2field,77
"603449,0:0000400240::",liurnia,Ainsel River Main,Night's Cavalry,62344900,Road to the Manor,20,1,2field,524
"603449,0:0000400241::",liurnia,Ainsel River Main,Night's Cavalry,62344900,Road to the Manor,20,1,2field,524
"110000,0:0000400271::",limgrave,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",110002,East Capital Rampart,7,1,4capstone,
"111000,0:0000400282:101800,11109770:",roundtable,Roundtable Hold,[capstone] Roundtable Hold,111000,Table of Lost Grace,28,1,4capstone,6407786
"111000,0:0000400283:101800,11109771:",roundtable,Roundtable Hold,[capstone] Roundtable Hold,111000,Table of Lost Grace,28,1,4capstone,6407786
"111000,0:0000400285:101800,11109773:",roundtable,Roundtable Hold,[capstone] Roundtable Hold,111000,Table of Lost Grace,28,1,4capstone,6407786
