evidence_id	claim_id	source_id	stance	value	citation	method	independence_notes	valid_from	valid_to	notes
game:param:ItemLotParam_map:10000350:getItemFlagId:check-7770849	check:7770849/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007350,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1228 table=map lot=10000350 getItemFlagId=10007350	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000360:getItemFlagId:check-7770850	check:7770850/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007360,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1229 table=map lot=10000360 getItemFlagId=10007360	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000370:getItemFlagId:check-7770851	check:7770851/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007370,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1230 table=map lot=10000370 getItemFlagId=10007370	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000380:getItemFlagId:check-7770852	check:7770852/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007380,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1231 table=map lot=10000380 getItemFlagId=10007380	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000390:getItemFlagId:check-7770853	check:7770853/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007390,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1232 table=map lot=10000390 getItemFlagId=10007390	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000400:getItemFlagId:check-7770854	check:7770854/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007400,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1233 table=map lot=10000400 getItemFlagId=10007400	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000410:getItemFlagId:check-7770855	check:7770855/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007410,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1234 table=map lot=10000410 getItemFlagId=10007410	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000420:getItemFlagId:check-7770041	check:7770041/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":65610,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:117 table=map lot=10000420 getItemFlagId=65610	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000430:getItemFlagId:check-7770856	check:7770856/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007430,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1235 table=map lot=10000430 getItemFlagId=10007430	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000440:getItemFlagId:check-7770857	check:7770857/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007440,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1236 table=map lot=10000440 getItemFlagId=10007440	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000450:getItemFlagId:check-7770858	check:7770858/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007450,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1237 table=map lot=10000450 getItemFlagId=10007450	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000451:getItemFlagId:check-7770859	check:7770859/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007452,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1238 table=map lot=10000451 getItemFlagId=10007452	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000460:getItemFlagId:check-7770860	check:7770860/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007460,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1239 table=map lot=10000460 getItemFlagId=10007460	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000470:getItemFlagId:check-7770861	check:7770861/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007470,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1240 table=map lot=10000470 getItemFlagId=10007470	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000480:getItemFlagId:check-7770084	check:7770084/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":67030,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:164 table=map lot=10000480 getItemFlagId=67030	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000500:getItemFlagId:check-7770862	check:7770862/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007500,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1241 table=map lot=10000500 getItemFlagId=10007500	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000510:getItemFlagId:check-7770863	check:7770863/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007510,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1242 table=map lot=10000510 getItemFlagId=10007510	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000520:getItemFlagId:check-7770864	check:7770864/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007520,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1243 table=map lot=10000520 getItemFlagId=10007520	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000530:getItemFlagId:check-7770865	check:7770865/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007530,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1244 table=map lot=10000530 getItemFlagId=10007530	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000540:getItemFlagId:check-7770866	check:7770866/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007540,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1245 table=map lot=10000540 getItemFlagId=10007540	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000550:getItemFlagId:check-7770867	check:7770867/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007550,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1246 table=map lot=10000550 getItemFlagId=10007550	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000560:getItemFlagId:check-7770868	check:7770868/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007560,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1247 table=map lot=10000560 getItemFlagId=10007560	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000570:getItemFlagId:check-7770869	check:7770869/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007570,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1248 table=map lot=10000570 getItemFlagId=10007570	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000580:getItemFlagId:check-7770870	check:7770870/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007580,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1249 table=map lot=10000580 getItemFlagId=10007580	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000590:getItemFlagId:check-7770871	check:7770871/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007590,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1250 table=map lot=10000590 getItemFlagId=10007590	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000600:getItemFlagId:check-7770872	check:7770872/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007600,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1251 table=map lot=10000600 getItemFlagId=10007600	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000610:getItemFlagId:check-7770873	check:7770873/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007610,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1252 table=map lot=10000610 getItemFlagId=10007610	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:10000620:getItemFlagId:check-7770874	check:7770874/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":10007620,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:1253 table=map lot=10000620 getItemFlagId=10007620	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
