check_id	confidence	access_status	external_family_count	external_families	identity_region_lead_ids	basis	limitations
7770123	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-11147-revision-42019-check-7770123;redmaw-w34-84-check-7770123	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770124	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-13509-revision-50662-check-7770124	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770125	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-55-check-7770125	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770126	hold	unknown	1	gameplay-guide:redmaw	redmaw-w26-21-check-7770126	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770127	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	redmaw-merchant-nomadic-south-caelid-m28-3-check-7770127	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770128	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-13139-revision-83796-check-7770128;redmaw-w43-15-check-7770128	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770129	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	redmaw-merchant-hermit-ainsel-river-m34-6-check-7770129	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770130	hold	unknown	1	gameplay-guide:redmaw	redmaw-w28-69-check-7770130	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770131	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	redmaw-merchant-nomadic-altus-plateau-m30-4-check-7770131	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770132	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-guide:redmaw	game8-371005-hl_3-check-7770132;redmaw-w46-61-check-7770132	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770133	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-1666-revision-6347-check-7770133;redmaw-w19-97-check-7770133	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770134	hold	unknown	1	gameplay-guide:redmaw	redmaw-w2-69-check-7770134	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770135	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770136	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	redmaw-merchant-isolated-raya-lucaria-m26-7-check-7770136	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770137	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	redmaw-merchant-hermit-mountaintops-m33-4-check-7770137	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770138	hold	unknown	1	gameplay-guide:redmaw	redmaw-w14-96-check-7770138	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770139	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770140	trusted_identity_region	unknown	2	gameplay-guide:eip;gameplay-guide:game8	dual-jagged-check-7770140	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770141	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770142	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-9515-revision-73525-check-7770142	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770143	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770144	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7770145	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
