column	n_params	params
ID	239	ActionButtonParam,AiSoundParam,AssetEnvironmentGeometryParam,AssetMaterialSfxParam,AssetModelSfxParam,AtkParam_Npc,AtkParam_Pc,AttackElementCorrectParam,AutoCreateEnvSoundParam,BaseChrSelectMenuParam,BehaviorParam,BehaviorParam_PC,BonfireWarpParam,BonfireWarpSubCategoryParam,BonfireWarpTabParam,BuddyParam,BuddyStoneParam,BudgetParam,Bullet,BulletCreateLimitParam,CalcCorrectGraph,CameraFadeParam,Ceremony,CharMakeMenuListItemParam,CharMakeMenuTopParam,CharaInitParam,ChrActivateConditionParam,ChrEquipModelParam,ChrModelParam,ClearCountCorrectParam,CommonSystemParam,CoolTimeParam,CutSceneTextureLoadParam,CutsceneGparamTimeParam,CutsceneGparamWeatherParam,CutsceneMapIdParam,CutsceneTimezoneConvertParam,CutsceneWeatherOverrideGparamConvertParam,DecalParam,DefaultKeyAssign,DirectionCameraParam,EnemyCommonParam,EnvObjLotParam,EquipMtrlSetParam,EquipParamAccessory,EquipParamCustomWeapon,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon,FaceParam,FaceRangeParam,FeTextEffectParam,FinalDamageRateParam,FootSfxParam,GameAreaParam,GameSystemCommonParam,Gconfig_AAQuality,Gconfig_AAQuality_ps4,Gconfig_AAQuality_xboxone,Gconfig_DOFQuality,Gconfig_DOFQuality_ps4,Gconfig_DOFQuality_xboxone,Gconfig_DecalQuality,Gconfig_EffectQuality,Gconfig_EffectQuality_ps4,Gconfig_EffectQuality_xboxone,Gconfig_LightingQuality,Gconfig_LightingQuality_ps4,Gconfig_LightingQuality_ps5,Gconfig_LightingQuality_scarlett,Gconfig_LightingQuality_xboxone,Gconfig_MotionBlurQuality,Gconfig_MotionBlurQuality_ps4,Gconfig_MotionBlurQuality_xboxone,Gconfig_RaytracingQuality,Gconfig_RaytracingQuality_ps5,Gconfig_RaytracingQuality_scarlett,Gconfig_ReflectionQuality,Gconfig_ReflectionQuality_ps4,Gconfig_ReflectionQuality_xboxone,Gconfig_SSAOQuality,Gconfig_SSAOQuality_ps4,Gconfig_SSAOQuality_xboxone,Gconfig_ShaderQuality,Gconfig_ShaderQuality_ps4,Gconfig_ShaderQuality_xboxone,Gconfig_ShadowQuality,Gconfig_ShadowQuality_ps4,Gconfig_ShadowQuality_xboxone,Gconfig_TextureFilterQuality,Gconfig_TextureFilterQuality_ps4,Gconfig_TextureFilterQuality_xboxone,Gconfig_VolumetricEffectQuality,Gconfig_VolumetricEffectQuality_ps4,Gconfig_VolumetricEffectQuality_xboxone,Gconfig_WaterQuality,GestureParam,GparamRefSettings,GraphicsCommonParam,GraphicsConfig,GrassLodRangeParam,GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2,HPEstusFlaskRecoveryParam,HitEffectSeParam,HitEffectSfxConceptParam,HitEffectSfxParam,HitMtrlParam,ItemLotParam_enemy,ItemLotParam_map,KeyAssignMenuItemParam,KeyAssignParam_TypeA,KeyAssignParam_TypeB,KeyAssignParam_TypeC,KnockBackParam,KnowledgeLoadScreenItemParam,LegacyDistantViewPartsReplaceParam,LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx,LoadBalancerNewDrawDistScaleParam_ps4,LoadBalancerNewDrawDistScaleParam_ps5,LoadBalancerNewDrawDistScaleParam_win64,LoadBalancerNewDrawDistScaleParam_xb1,LoadBalancerNewDrawDistScaleParam_xb1x,LoadBalancerNewDrawDistScaleParam_xss,LoadBalancerNewDrawDistScaleParam_xsx,LoadBalancerParam,LockCamParam,MPEstusFlaskRecoveryParam,Magic,MapDefaultInfoParam,MapGdRegionDrawParam,MapGdRegionInfoParam,MapGridCreateHeightDetailLimitInfo,MapGridCreateHeightLimitInfoParam,MapMimicryEstablishmentParam,MapNameTexParam,MapNameTexParam_m61,MapPieceTexParam,MapPieceTexParam_m61,MaterialExParam,MenuColorTableParam,MenuCommonParam,MenuOffscrRendParam,MenuPropertyLayoutParam,MenuPropertySpecParam,MenuValueTableParam,MimicryEstablishmentTexParam,MimicryEstablishmentTexParam_m61,MoveParam,MultiHPEstusFlaskBonusParam,MultiMPEstusFlaskBonusParam,MultiPlayCorrectionParam,MultiSoulBonusRateParam,NetworkAreaParam,NetworkMsgParam,NetworkParam,NpcAiActionParam,NpcAiBehaviorProbability,NpcParam,NpcThinkParam,ObjActParam,PartsDrawParam,PhantomParam,PlayRegionParam,PlayerCommonParam,PostureControlParam_Gender,PostureControlParam_Pro,PostureControlParam_WepLeft,PostureControlParam_WepRight,RandomAppearParam,ReinforceParamProtector,ReinforceParamWeapon,ResistCorrectParam,ReverbAuxSendBusParam,RideParam,RoleParam,RollingObjLotParam,RuntimeBoneControlParam,SeActivationRangeParam,SeMaterialConvertParam,SfxBlockResShareParam,ShopLineupParam,ShopLineupParam_Recipe,SignPuddleParam,SignPuddleSubCategoryParam,SignPuddleTabParam,SoundAssetSoundObjEnableDistParam,SoundAutoEnvSoundGroupParam,SoundAutoReverbEvaluationDistParam,SoundAutoReverbSelectParam,SoundChrPhysicsSeParam,SoundCommonIngameParam,SoundCommonSystemParam,SoundCutsceneParam,SpEffectParam,SpEffectSetParam,SpEffectVfxParam,SpeedtreeParam,SwordArtsParam,TalkParam,ThrowDirectionSfxParam,ThrowParam,ToughnessParam,TutorialParam,WaypointParam,WeatherAssetCreateParam,WeatherAssetReplaceParam,WeatherLotParam,WeatherLotTexParam,WeatherLotTexParam_m61,WeatherParam,WepAbsorpPosParam,WetAspectParam,WhiteSignCoolTimeParam,WorldMapLegacyConvParam,WorldMapPieceParam,WorldMapPlaceNameParam,WorldMapPointParam,WwiseValueToStrParam_BgmBossChrIdConv,WwiseValueToStrParam_EnvPlaceType,WwiseValueToStrParam_Switch_AttackStrength,WwiseValueToStrParam_Switch_AttackType,WwiseValueToStrParam_Switch_DamageAmount,WwiseValueToStrParam_Switch_DeffensiveMaterial,WwiseValueToStrParam_Switch_GrassHitType,WwiseValueToStrParam_Switch_HitStop,WwiseValueToStrParam_Switch_OffensiveMaterial,WwiseValueToStrParam_Switch_PlayerEquipmentBottoms,WwiseValueToStrParam_Switch_PlayerEquipmentTops,WwiseValueToStrParam_Switch_PlayerShoes,WwiseValueToStrParam_Switch_PlayerVoiceType
IconID	1	MenuPropertySpecParam
IgnoreNotifyMissSwingForAI	2	AtkParam_Npc,AtkParam_Pc
IncludeLodMapLv	1	PartsDrawParam
IndoorOutdoor	1	SoundAutoReverbSelectParam
IndoorOutdoorType	1	CutsceneGparamWeatherParam
InfluenceDexterityCorrectRate_byDark	1	AttackElementCorrectParam
InfluenceDexterityCorrectRate_byFire	1	AttackElementCorrectParam
InfluenceDexterityCorrectRate_byMagic	1	AttackElementCorrectParam
InfluenceDexterityCorrectRate_byPhysics	1	AttackElementCorrectParam
InfluenceDexterityCorrectRate_byThunder	1	AttackElementCorrectParam
InfluenceFaithCorrectRate_byDark	1	AttackElementCorrectParam
InfluenceFaithCorrectRate_byFire	1	AttackElementCorrectParam
InfluenceFaithCorrectRate_byMagic	1	AttackElementCorrectParam
InfluenceFaithCorrectRate_byPhysics	1	AttackElementCorrectParam
InfluenceFaithCorrectRate_byThunder	1	AttackElementCorrectParam
InfluenceLuckCorrectRate_byDark	1	AttackElementCorrectParam
InfluenceLuckCorrectRate_byFire	1	AttackElementCorrectParam
InfluenceLuckCorrectRate_byMagic	1	AttackElementCorrectParam
InfluenceLuckCorrectRate_byPhysics	1	AttackElementCorrectParam
InfluenceLuckCorrectRate_byThunder	1	AttackElementCorrectParam
InfluenceMagicCorrectRate_byDark	1	AttackElementCorrectParam
InfluenceMagicCorrectRate_byFire	1	AttackElementCorrectParam
InfluenceMagicCorrectRate_byMagic	1	AttackElementCorrectParam
InfluenceMagicCorrectRate_byPhysics	1	AttackElementCorrectParam
InfluenceMagicCorrectRate_byThunder	1	AttackElementCorrectParam
InfluenceStrengthCorrectRate_byDark	1	AttackElementCorrectParam
InfluenceStrengthCorrectRate_byFire	1	AttackElementCorrectParam
InfluenceStrengthCorrectRate_byMagic	1	AttackElementCorrectParam
InfluenceStrengthCorrectRate_byPhysics	1	AttackElementCorrectParam
InfluenceStrengthCorrectRate_byThunder	1	AttackElementCorrectParam
Iron_Blow_L	1	HitEffectSeParam
Iron_Blow_LL	1	HitEffectSeParam
Iron_Blow_S	1	HitEffectSeParam
Iron_Slash_L	1	HitEffectSeParam
Iron_Slash_LL	1	HitEffectSeParam
Iron_Slash_S	1	HitEffectSeParam
Iron_Thrust_L	1	HitEffectSeParam
Iron_Thrust_LL	1	HitEffectSeParam
Iron_Thrust_S	1	HitEffectSeParam
IsEnableApplyMapGdRegionIdForGparam	1	CutsceneGparamWeatherParam
IsEnableBlendTimezoneEnvmap	1	MapDefaultInfoParam
IsEnablePlayCountPerRigid	1	SoundChrPhysicsSeParam
IsEnableTimezonnePlayerLigntScale	1	MapDefaultInfoParam
LBDrawDistScaleParamID	1	PartsDrawParam
LOD0_play	1	GrassLodRangeParam
LOD0_range	1	GrassLodRangeParam
LOD1_play	1	GrassLodRangeParam
LOD1_range	1	GrassLodRangeParam
LOD2_play	1	GrassLodRangeParam
LOD2_range	1	GrassLodRangeParam
LayoutPath	1	MenuPropertyLayoutParam
LifeTime	1	WeatherAssetCreateParam
LifeTimeMax	1	AutoCreateEnvSoundParam
LifeTimeMin	1	AutoCreateEnvSoundParam
LimiteRotateMax	1	AutoCreateEnvSoundParam
LimiteRotateMin	1	AutoCreateEnvSoundParam
LimitedMapRegioAssetIdRangeMax	1	LegacyDistantViewPartsReplaceParam
LimitedMapRegioAssetIdRangeMin	1	LegacyDistantViewPartsReplaceParam
LimitedMapRegioAssetPartsNo	1	LegacyDistantViewPartsReplaceParam
LimitedMapRegionAssetId	1	LegacyDistantViewPartsReplaceParam
LimitedMapRegionId0	1	LegacyDistantViewPartsReplaceParam
LimitedMapRegionId1	1	LegacyDistantViewPartsReplaceParam
LimitedMapRegionId2	1	LegacyDistantViewPartsReplaceParam
LimitedMapRegionId3	1	LegacyDistantViewPartsReplaceParam
LimtedActivate_BorderDist_forGrid	1	PartsDrawParam
LimtedActivate_PlayDist_forGrid	1	PartsDrawParam
Lv00	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv01	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv02	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv03	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv04	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv05	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv06	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv07	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv08	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv09	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv10	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv11	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv12	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv13	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv14	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv15	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv16	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv17	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv18	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv19	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
Lv20	7	LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx
MadnessDamageRate	1	ClearCountCorrectParam
MadnessResistRate	1	ClearCountCorrectParam
Maggot_Blow_L	1	HitEffectSeParam
Maggot_Blow_LL	1	HitEffectSeParam
Maggot_Blow_S	1	HitEffectSeParam
Maggot_Slash_L	1	HitEffectSeParam
Maggot_Slash_LL	1	HitEffectSeParam
Maggot_Slash_S	1	HitEffectSeParam
Maggot_Thrust_L	1	HitEffectSeParam
Maggot_Thrust_LL	1	HitEffectSeParam
Maggot_Thrust_S	1	HitEffectSeParam
MagicAttackRate	1	ClearCountCorrectParam
MagicDefenseRate	1	ClearCountCorrectParam
MapAdditionalSoundBankId	1	MapDefaultInfoParam
MapAiSightType	1	MapDefaultInfoParam
MapAutoDrawGroupBackFacePixelNum	1	MapDefaultInfoParam
MapHeightForSound	1	MapDefaultInfoParam
MapLoHiChangeBorderDist_XZ	1	MapDefaultInfoParam
MapLoHiChangeBorderDist_Y	1	MapDefaultInfoParam
MapLoHiChangePlayDist	1	MapDefaultInfoParam
MapMimicryEstablishmentParamId	1	MapDefaultInfoParam
Material_AttackMaterial	1	Bullet
Material_AttackType	1	Bullet
MaxHpRate	1	ClearCountCorrectParam
MaxMpRate	1	ClearCountCorrectParam
MaxStaminaRate	1	ClearCountCorrectParam
MaxTranslucencyBranch	1	SpeedtreeParam
MaxTranslucencyFrond	1	SpeedtreeParam
MaxTranslucencyLeaf	1	SpeedtreeParam
MemoryTargetForgetTime	1	NpcThinkParam
MiddleAlpha	1	CameraFadeParam
MinFadeBranch	1	SpeedtreeParam
MinFadeFrond	1	SpeedtreeParam
MinFadeLeaf	1	SpeedtreeParam
MinTranslucencyBranch	1	SpeedtreeParam
MinTranslucencyFrond	1	SpeedtreeParam
MinTranslucencyLeaf	1	SpeedtreeParam
MpEstMax	1	CharaInitParam
Name	239	ActionButtonParam,AiSoundParam,AssetEnvironmentGeometryParam,AssetMaterialSfxParam,AssetModelSfxParam,AtkParam_Npc,AtkParam_Pc,AttackElementCorrectParam,AutoCreateEnvSoundParam,BaseChrSelectMenuParam,BehaviorParam,BehaviorParam_PC,BonfireWarpParam,BonfireWarpSubCategoryParam,BonfireWarpTabParam,BuddyParam,BuddyStoneParam,BudgetParam,Bullet,BulletCreateLimitParam,CalcCorrectGraph,CameraFadeParam,Ceremony,CharMakeMenuListItemParam,CharMakeMenuTopParam,CharaInitParam,ChrActivateConditionParam,ChrEquipModelParam,ChrModelParam,ClearCountCorrectParam,CommonSystemParam,CoolTimeParam,CutSceneTextureLoadParam,CutsceneGparamTimeParam,CutsceneGparamWeatherParam,CutsceneMapIdParam,CutsceneTimezoneConvertParam,CutsceneWeatherOverrideGparamConvertParam,DecalParam,DefaultKeyAssign,DirectionCameraParam,EnemyCommonParam,EnvObjLotParam,EquipMtrlSetParam,EquipParamAccessory,EquipParamCustomWeapon,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon,FaceParam,FaceRangeParam,FeTextEffectParam,FinalDamageRateParam,FootSfxParam,GameAreaParam,GameSystemCommonParam,Gconfig_AAQuality,Gconfig_AAQuality_ps4,Gconfig_AAQuality_xboxone,Gconfig_DOFQuality,Gconfig_DOFQuality_ps4,Gconfig_DOFQuality_xboxone,Gconfig_DecalQuality,Gconfig_EffectQuality,Gconfig_EffectQuality_ps4,Gconfig_EffectQuality_xboxone,Gconfig_LightingQuality,Gconfig_LightingQuality_ps4,Gconfig_LightingQuality_ps5,Gconfig_LightingQuality_scarlett,Gconfig_LightingQuality_xboxone,Gconfig_MotionBlurQuality,Gconfig_MotionBlurQuality_ps4,Gconfig_MotionBlurQuality_xboxone,Gconfig_RaytracingQuality,Gconfig_RaytracingQuality_ps5,Gconfig_RaytracingQuality_scarlett,Gconfig_ReflectionQuality,Gconfig_ReflectionQuality_ps4,Gconfig_ReflectionQuality_xboxone,Gconfig_SSAOQuality,Gconfig_SSAOQuality_ps4,Gconfig_SSAOQuality_xboxone,Gconfig_ShaderQuality,Gconfig_ShaderQuality_ps4,Gconfig_ShaderQuality_xboxone,Gconfig_ShadowQuality,Gconfig_ShadowQuality_ps4,Gconfig_ShadowQuality_xboxone,Gconfig_TextureFilterQuality,Gconfig_TextureFilterQuality_ps4,Gconfig_TextureFilterQuality_xboxone,Gconfig_VolumetricEffectQuality,Gconfig_VolumetricEffectQuality_ps4,Gconfig_VolumetricEffectQuality_xboxone,Gconfig_WaterQuality,GestureParam,GparamRefSettings,GraphicsCommonParam,GraphicsConfig,GrassLodRangeParam,GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2,HPEstusFlaskRecoveryParam,HitEffectSeParam,HitEffectSfxConceptParam,HitEffectSfxParam,HitMtrlParam,ItemLotParam_enemy,ItemLotParam_map,KeyAssignMenuItemParam,KeyAssignParam_TypeA,KeyAssignParam_TypeB,KeyAssignParam_TypeC,KnockBackParam,KnowledgeLoadScreenItemParam,LegacyDistantViewPartsReplaceParam,LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx,LoadBalancerNewDrawDistScaleParam_ps4,LoadBalancerNewDrawDistScaleParam_ps5,LoadBalancerNewDrawDistScaleParam_win64,LoadBalancerNewDrawDistScaleParam_xb1,LoadBalancerNewDrawDistScaleParam_xb1x,LoadBalancerNewDrawDistScaleParam_xss,LoadBalancerNewDrawDistScaleParam_xsx,LoadBalancerParam,LockCamParam,MPEstusFlaskRecoveryParam,Magic,MapDefaultInfoParam,MapGdRegionDrawParam,MapGdRegionInfoParam,MapGridCreateHeightDetailLimitInfo,MapGridCreateHeightLimitInfoParam,MapMimicryEstablishmentParam,MapNameTexParam,MapNameTexParam_m61,MapPieceTexParam,MapPieceTexParam_m61,MaterialExParam,MenuColorTableParam,MenuCommonParam,MenuOffscrRendParam,MenuPropertyLayoutParam,MenuPropertySpecParam,MenuValueTableParam,MimicryEstablishmentTexParam,MimicryEstablishmentTexParam_m61,MoveParam,MultiHPEstusFlaskBonusParam,MultiMPEstusFlaskBonusParam,MultiPlayCorrectionParam,MultiSoulBonusRateParam,NetworkAreaParam,NetworkMsgParam,NetworkParam,NpcAiActionParam,NpcAiBehaviorProbability,NpcParam,NpcThinkParam,ObjActParam,PartsDrawParam,PhantomParam,PlayRegionParam,PlayerCommonParam,PostureControlParam_Gender,PostureControlParam_Pro,PostureControlParam_WepLeft,PostureControlParam_WepRight,RandomAppearParam,ReinforceParamProtector,ReinforceParamWeapon,ResistCorrectParam,ReverbAuxSendBusParam,RideParam,RoleParam,RollingObjLotParam,RuntimeBoneControlParam,SeActivationRangeParam,SeMaterialConvertParam,SfxBlockResShareParam,ShopLineupParam,ShopLineupParam_Recipe,SignPuddleParam,SignPuddleSubCategoryParam,SignPuddleTabParam,SoundAssetSoundObjEnableDistParam,SoundAutoEnvSoundGroupParam,SoundAutoReverbEvaluationDistParam,SoundAutoReverbSelectParam,SoundChrPhysicsSeParam,SoundCommonIngameParam,SoundCommonSystemParam,SoundCutsceneParam,SpEffectParam,SpEffectSetParam,SpEffectVfxParam,SpeedtreeParam,SwordArtsParam,TalkParam,ThrowDirectionSfxParam,ThrowParam,ToughnessParam,TutorialParam,WaypointParam,WeatherAssetCreateParam,WeatherAssetReplaceParam,WeatherLotParam,WeatherLotTexParam,WeatherLotTexParam_m61,WeatherParam,WepAbsorpPosParam,WetAspectParam,WhiteSignCoolTimeParam,WorldMapLegacyConvParam,WorldMapPieceParam,WorldMapPlaceNameParam,WorldMapPointParam,WwiseValueToStrParam_BgmBossChrIdConv,WwiseValueToStrParam_EnvPlaceType,WwiseValueToStrParam_Switch_AttackStrength,WwiseValueToStrParam_Switch_AttackType,WwiseValueToStrParam_Switch_DamageAmount,WwiseValueToStrParam_Switch_DeffensiveMaterial,WwiseValueToStrParam_Switch_GrassHitType,WwiseValueToStrParam_Switch_HitStop,WwiseValueToStrParam_Switch_OffensiveMaterial,WwiseValueToStrParam_Switch_PlayerEquipmentBottoms,WwiseValueToStrParam_Switch_PlayerEquipmentTops,WwiseValueToStrParam_Switch_PlayerShoes,WwiseValueToStrParam_Switch_PlayerVoiceType
NearDist	1	AutoCreateEnvSoundParam
NearMaxDist	1	CameraFadeParam
NearMinDist	1	CameraFadeParam
NeturalAttackRate	1	ClearCountCorrectParam
Neutral_L	1	HitEffectSfxParam
Neutral_Normal	1	HitEffectSfxParam
Neutral_S	1	HitEffectSfxParam
Neutral_Specific1	1	HitEffectSfxParam
Neutral_Specific2	1	HitEffectSfxParam
NextLotIngameSecondsMax	1	WeatherParam
NextLotIngameSecondsMin	1	WeatherParam
NoGuardDamageRate	1	SpEffectParam
NoHitDist	1	SoundAutoReverbEvaluationDistParam
NoHitNumMin	1	SoundAutoReverbSelectParam
None_Blow_L	1	HitEffectSeParam
None_Blow_LL	1	HitEffectSeParam
None_Blow_S	1	HitEffectSeParam
None_Slash_L	1	HitEffectSeParam
None_Slash_LL	1	HitEffectSeParam
None_Slash_S	1	HitEffectSeParam
None_Thrust_L	1	HitEffectSeParam
None_Thrust_LL	1	HitEffectSeParam
None_Thrust_S	1	HitEffectSeParam
OldMonkOfYellow_CreateSignSpEffectId	1	GameSystemCommonParam
OneShotBgmBehaviorOnStart	1	SoundCutsceneParam
OpenChrActivateThreshold	1	MapDefaultInfoParam
OverrideGIResolution_XSS	1	MapDefaultInfoParam
OverrideGIResolution_XSX	1	MapDefaultInfoParam
OverrideMapGdRegionId	1	CutsceneGparamWeatherParam
PAD1	2	ItemLotParam_enemy,ItemLotParam_map
PAD2	2	ItemLotParam_enemy,ItemLotParam_map
PadType	1	ThrowParam
ParamKeyStr	2	SoundCommonIngameParam,SoundCommonSystemParam
ParamStr	13	WwiseValueToStrParam_BgmBossChrIdConv,WwiseValueToStrParam_EnvPlaceType,WwiseValueToStrParam_Switch_AttackStrength,WwiseValueToStrParam_Switch_AttackType,WwiseValueToStrParam_Switch_DamageAmount,WwiseValueToStrParam_Switch_DeffensiveMaterial,WwiseValueToStrParam_Switch_GrassHitType,WwiseValueToStrParam_Switch_HitStop,WwiseValueToStrParam_Switch_OffensiveMaterial,WwiseValueToStrParam_Switch_PlayerEquipmentBottoms,WwiseValueToStrParam_Switch_PlayerEquipmentTops,WwiseValueToStrParam_Switch_PlayerShoes,WwiseValueToStrParam_Switch_PlayerVoiceType
ParamValueStr	2	SoundCommonIngameParam,SoundCommonSystemParam
PhysicsAttackRate	1	ClearCountCorrectParam
PhysicsDefenseRate	1	ClearCountCorrectParam
PlayMapId	1	CutsceneMapIdParam
PlayerLigntScale	1	MapDefaultInfoParam
PoisionResistRate	1	ClearCountCorrectParam
