flag,map,region,method
1034477140,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477150,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477160,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477170,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477180,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477190,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477200,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477210,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477220,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477300,m60_34_47_00,Overworld m60_34_47_00,emevd
1034477310,m60_34_47_00,Overworld m60_34_47_00,emevd
1034477500,m60_34_47_00,Overworld m60_34_47_00,treasure
1034487000,m60_34_48_00,Overworld m60_34_48_00,treasure
1034487010,m60_34_48_00,Overworld m60_34_48_00,treasure
1034487100,m60_34_48_00,Overworld m60_34_48_00,treasure
1034487300,m60_34_48_00,Overworld m60_34_48_00,emevd
1034487310,m60_34_48_00,Overworld m60_34_48_00,emevd
1034497010,m60_34_49_00,Overworld m60_34_49_00,treasure
1034507010,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507020,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507030,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507040,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507050,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507060,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507070,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507080,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507090,m60_34_50_00,Overworld m60_34_50_00,treasure
1034507200,m60_34_50_00,Overworld m60_34_50_00,emevd
1034517900,m60_34_51_00,Overworld m60_34_51_00,treasure
1035417000,m60_35_41_00,Overworld m60_35_41_00,treasure
1035417010,m60_35_41_00,Overworld m60_35_41_00,treasure
1035417100,m60_35_41_00,Overworld m60_35_41_00,treasure
1035417110,m60_35_41_00,Overworld m60_35_41_00,treasure
1035427150,m60_35_42_00,Overworld m60_35_42_00,emevd
1035427200,m60_35_42_00,Overworld m60_35_42_00,emevd
1035437010,m60_35_43_00,Overworld m60_35_43_00,treasure
1035437100,m60_35_43_00,Overworld m60_35_43_00,emevd
1035447000,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447010,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447020,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447030,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447040,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447050,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447060,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447070,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447080,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447090,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447100,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447110,m60_35_44_00,Overworld m60_35_44_00,treasure
1035447120,m60_35_44_00,Overworld m60_35_44_00,treasure
1035457000,m60_35_45_00,Overworld m60_35_45_00,emevd
1035457100,m60_35_45_00,Overworld m60_35_45_00,emevd
1035467700,m60_35_46_00,Overworld m60_35_46_00,emevd
1035477000,m60_35_47_00,Overworld m60_35_47_00,emevd
1035477010,m60_35_47_00,Overworld m60_35_47_00,treasure
1035487010,m60_35_48_00,Overworld m60_35_48_00,treasure
1035487020,m60_35_48_00,Overworld m60_35_48_00,treasure
1035487030,m60_35_48_00,Overworld m60_35_48_00,treasure
1035487100,m60_35_48_00,Overworld m60_35_48_00,emevd
1035507000,m60_35_50_00,Overworld m60_35_50_00,emevd
1035507200,m60_35_50_00,Overworld m60_35_50_00,emevd
1035507220,m60_35_50_00,Overworld m60_35_50_00,emevd
1035507230,m60_35_50_00,Overworld m60_35_50_00,emevd
1035507240,m60_35_50_00,Overworld m60_35_50_00,emevd
1035507280,m60_35_50_00,Overworld m60_35_50_00,emevd
1035527010,m60_35_52_00,Overworld m60_35_52_00,treasure
1035527020,m60_35_52_00,Overworld m60_35_52_00,treasure
1035527030,m60_35_52_00,Overworld m60_35_52_00,treasure
1035527040,m60_35_52_00,Overworld m60_35_52_00,treasure
1035537000,m60_35_53_00,Overworld m60_35_53_00,treasure
1035537010,m60_35_53_00,Overworld m60_35_53_00,treasure
1035537030,m60_35_53_00,Overworld m60_35_53_00,treasure
1035537040,m60_35_53_00,Overworld m60_35_53_00,treasure
1035537050,m60_35_53_00,Overworld m60_35_53_00,treasure
1035547000,m60_35_54_00,Overworld m60_35_54_00,treasure
1035547010,m60_35_54_00,Overworld m60_35_54_00,treasure
1035547020,m60_35_54_00,Overworld m60_35_54_00,treasure
1035547050,m60_35_54_00,Overworld m60_35_54_00,treasure
1035547060,m60_35_54_00,Overworld m60_35_54_00,treasure
1035547070,m60_35_54_00,Overworld m60_35_54_00,treasure
1036417000,m60_36_41_00,Overworld m60_36_41_00,treasure
1036417010,m60_36_41_00,Overworld m60_36_41_00,treasure
1036417020,m60_36_41_00,Overworld m60_36_41_00,treasure
1036437000,m60_36_43_00,Overworld m60_36_43_00,emevd
1036457400,m60_36_45_00,Overworld m60_36_45_00,emevd
1036487000,m60_36_48_00,Overworld m60_36_48_00,treasure
1036487400,m60_36_48_00,Overworld m60_36_48_00,emevd
1036497000,m60_36_49_00,Overworld m60_36_49_00,emevd
1036527000,m60_36_52_00,Overworld m60_36_52_00,treasure
1036527010,m60_36_52_00,Overworld m60_36_52_00,treasure
1036527020,m60_36_52_00,Overworld m60_36_52_00,treasure
1036527030,m60_36_52_00,Overworld m60_36_52_00,treasure
1036527040,m60_36_52_00,Overworld m60_36_52_00,treasure
1036527050,m60_36_52_00,Overworld m60_36_52_00,treasure
1036527060,m60_36_52_00,Overworld m60_36_52_00,treasure
1036537000,m60_36_53_00,Overworld m60_36_53_00,treasure
1036547000,m60_36_54_00,Overworld m60_36_54_00,treasure
1036547010,m60_36_54_00,Overworld m60_36_54_00,treasure
1036547020,m60_36_54_00,Overworld m60_36_54_00,treasure
1036547030,m60_36_54_00,Overworld m60_36_54_00,treasure
1036547040,m60_36_54_00,Overworld m60_36_54_00,treasure
1036547050,m60_36_54_00,Overworld m60_36_54_00,treasure
1036547100,m60_36_54_00,Overworld m60_36_54_00,emevd
1036547400,m60_36_54_00,Overworld m60_36_54_00,treasure
1037417010,m60_37_41_00,Overworld m60_37_41_00,treasure
1037427000,m60_37_42_00,Overworld m60_37_42_00,emevd
1037427400,m60_37_42_00,Overworld m60_37_42_00,emevd
1037447000,m60_37_44_00,Overworld m60_37_44_00,treasure
1037447010,m60_37_44_00,Overworld m60_37_44_00,treasure
1037467000,m60_37_46_00,Overworld m60_37_46_00,treasure
1037467010,m60_37_46_00,Overworld m60_37_46_00,treasure
1037467400,m60_37_46_00,Overworld m60_37_46_00,emevd
1037477000,m60_37_47_00,Overworld m60_37_47_00,treasure
1037477010,m60_37_47_00,Overworld m60_37_47_00,treasure
1037477020,m60_37_47_00,Overworld m60_37_47_00,treasure
1037477030,m60_37_47_00,Overworld m60_37_47_00,treasure
1037487000,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487010,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487020,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487030,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487040,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487050,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487060,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487070,m60_37_48_00,Overworld m60_37_48_00,treasure
1037487080,m60_37_48_00,Overworld m60_37_48_00,treasure
1037497000,m60_37_49_00,Overworld m60_37_49_00,treasure
1037497010,m60_37_49_00,Overworld m60_37_49_00,treasure
1037497020,m60_37_49_00,Overworld m60_37_49_00,treasure
1037497030,m60_37_49_00,Overworld m60_37_49_00,treasure
1037497100,m60_37_49_00,Overworld m60_37_49_00,treasure
1037497200,m60_37_49_00,Overworld m60_37_49_00,treasure
1037497300,m60_37_49_00,Overworld m60_37_49_00,emevd
1037507000,m60_37_50_00,Overworld m60_37_50_00,treasure
1037507100,m60_37_50_00,Overworld m60_37_50_00,treasure
1037517000,m60_37_51_00,Overworld m60_37_51_00,treasure
1037517010,m60_37_51_00,Overworld m60_37_51_00,treasure
1037517020,m60_37_51_00,Overworld m60_37_51_00,treasure
1037527020,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527030,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527040,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527050,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527060,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527070,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527080,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527090,m60_37_52_00,Overworld m60_37_52_00,treasure
1037527100,m60_37_52_00,Overworld m60_37_52_00,treasure
1037537000,m60_37_53_00,Overworld m60_37_53_00,treasure
1037537010,m60_37_53_00,Overworld m60_37_53_00,treasure
1037537020,m60_37_53_00,Overworld m60_37_53_00,treasure
1037537400,m60_37_53_00,Overworld m60_37_53_00,treasure
1037547000,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547010,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547020,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547030,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547040,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547050,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547060,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547070,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547080,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547090,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547100,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547110,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547120,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547130,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547140,m60_37_54_00,Overworld m60_37_54_00,treasure
1037547150,m60_37_54_00,Overworld m60_37_54_00,treasure
1037557000,m60_37_55_00,Overworld m60_37_55_00,treasure
1038397000,m60_38_39_00,Overworld m60_38_39_00,treasure
1038407000,m60_38_40_00,Overworld m60_38_40_00,treasure
1038417010,m60_38_41_00,Overworld m60_38_41_00,treasure
1038427000,m60_38_42_00,Overworld m60_38_42_00,treasure
1038427010,m60_38_42_00,Overworld m60_38_42_00,treasure
1038427020,m60_38_42_00,Overworld m60_38_42_00,treasure
1038437000,m60_38_43_00,Overworld m60_38_43_00,treasure
1038437010,m60_38_43_00,Overworld m60_38_43_00,treasure
1038437020,m60_38_43_00,Overworld m60_38_43_00,treasure
1038437100,m60_38_43_00,Overworld m60_38_43_00,emevd
1038447030,m60_38_44_00,Overworld m60_38_44_00,treasure
1038447040,m60_38_44_00,Overworld m60_38_44_00,treasure
1038457000,m60_38_45_00,Overworld m60_38_45_00,treasure
1038457010,m60_38_45_00,Overworld m60_38_45_00,treasure
1038457020,m60_38_45_00,Overworld m60_38_45_00,treasure
1038467000,m60_38_46_00,Overworld m60_38_46_00,treasure
1038487020,m60_38_48_00,Overworld m60_38_48_00,treasure
1038487030,m60_38_48_00,Overworld m60_38_48_00,treasure
1038487100,m60_38_48_00,Overworld m60_38_48_00,treasure
1038487120,m60_38_48_00,Overworld m60_38_48_00,treasure
1038487130,m60_38_48_00,Overworld m60_38_48_00,treasure
1038507000,m60_38_50_00,Overworld m60_38_50_00,treasure
1038507010,m60_38_50_00,Overworld m60_38_50_00,treasure
1038517400,m60_38_51_00,Overworld m60_38_51_00,emevd
1038527000,m60_38_52_00,Overworld m60_38_52_00,treasure
1038527010,m60_38_52_00,Overworld m60_38_52_00,treasure
1038527020,m60_38_52_00,Overworld m60_38_52_00,treasure
1038527030,m60_38_52_00,Overworld m60_38_52_00,treasure
1038527040,m60_38_52_00,Overworld m60_38_52_00,treasure
1038527050,m60_38_52_00,Overworld m60_38_52_00,treasure
1038527060,m60_38_52_00,Overworld m60_38_52_00,treasure
1038527070,m60_38_52_00,Overworld m60_38_52_00,treasure
1038537000,m60_38_53_00,Overworld m60_38_53_00,emevd
1038547000,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547010,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547020,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547030,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547050,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547060,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547070,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547080,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547090,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547100,m60_38_54_00,Overworld m60_38_54_00,emevd
1038547110,m60_38_54_00,Overworld m60_38_54_00,treasure
1038547700,m60_38_54_00,Overworld m60_38_54_00,emevd
1039397000,m60_39_39_00,Overworld m60_39_39_00,treasure
1039407000,m60_39_40_00,Overworld m60_39_40_00,treasure
1039417000,m60_39_41_00,Overworld m60_39_41_00,emevd
1039417200,m60_39_41_00,Overworld m60_39_41_00,emevd
1039417300,m60_39_41_00,Overworld m60_39_41_00,emevd
1039417310,m60_39_41_00,Overworld m60_39_41_00,emevd
1039427000,m60_39_42_00,Overworld m60_39_42_00,treasure
1039427010,m60_39_42_00,Overworld m60_39_42_00,treasure
1039427020,m60_39_42_00,Overworld m60_39_42_00,treasure
1039427030,m60_39_42_00,Overworld m60_39_42_00,treasure
1039427040,m60_39_42_00,Overworld m60_39_42_00,treasure
1039427050,m60_39_42_00,Overworld m60_39_42_00,treasure
1039437010,m60_39_43_00,Overworld m60_39_43_00,treasure
1039437020,m60_39_43_00,Overworld m60_39_43_00,treasure
1039437030,m60_39_43_00,Overworld m60_39_43_00,treasure
1039437040,m60_39_43_00,Overworld m60_39_43_00,treasure
1039437050,m60_39_43_00,Overworld m60_39_43_00,treasure
1039437060,m60_39_43_00,Overworld m60_39_43_00,treasure
1039437100,m60_39_43_00,Overworld m60_39_43_00,treasure
1039437400,m60_39_43_00,Overworld m60_39_43_00,emevd
1039447000,m60_39_44_00,Overworld m60_39_44_00,treasure
1039447010,m60_39_44_00,Overworld m60_39_44_00,treasure
1039447020,m60_39_44_00,Overworld m60_39_44_00,treasure
1039447030,m60_39_44_00,Overworld m60_39_44_00,treasure
1039447040,m60_39_44_00,Overworld m60_39_44_00,treasure
1039487000,m60_39_48_00,Overworld m60_39_48_00,treasure
1039487100,m60_39_48_00,Overworld m60_39_48_00,treasure
1039507100,m60_39_50_00,Overworld m60_39_50_00,emevd
1039517010,m60_39_51_00,Overworld m60_39_51_00,treasure
1039517020,m60_39_51_00,Overworld m60_39_51_00,treasure
1039517030,m60_39_51_00,Overworld m60_39_51_00,treasure
1039517040,m60_39_51_00,Overworld m60_39_51_00,treasure
1039517200,m60_39_51_00,Overworld m60_39_51_00,emevd
1039517400,m60_39_51_00,Overworld m60_39_51_00,treasure
1039527400,m60_39_52_00,Overworld m60_39_52_00,emevd
1039537000,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537010,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537020,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537030,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537040,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537050,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537060,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537070,m60_39_53_00,Overworld m60_39_53_00,treasure
1039537080,m60_39_53_00,Overworld m60_39_53_00,emevd
1039537700,m60_39_53_00,Overworld m60_39_53_00,emevd
1039547220,m60_39_54_00,Overworld m60_39_54_00,emevd
1039547230,m60_39_54_00,Overworld m60_39_54_00,emevd
1039547250,m60_39_54_00,Overworld m60_39_54_00,emevd
1039547350,m60_39_54_00,Overworld m60_39_54_00,emevd
1039570000,m60_39_54_00,Overworld m60_39_54_00,emevd
1040387000,m60_40_38_00,Overworld m60_40_38_00,treasure
1040507000,m60_40_50_00,Overworld m60_40_50_00,treasure
1040517000,m60_40_51_00,Overworld m60_40_51_00,treasure
1040517010,m60_40_51_00,Overworld m60_40_51_00,treasure
1040517020,m60_40_51_00,Overworld m60_40_51_00,treasure
1040517030,m60_40_51_00,Overworld m60_40_51_00,treasure
1040517040,m60_40_51_00,Overworld m60_40_51_00,treasure
1040517400,m60_40_51_00,Overworld m60_40_51_00,treasure
1040537000,m60_40_53_00,Overworld m60_40_53_00,treasure
1040537010,m60_40_53_00,Overworld m60_40_53_00,treasure
1040537020,m60_40_53_00,Overworld m60_40_53_00,treasure
1040537030,m60_40_53_00,Overworld m60_40_53_00,treasure
1040537040,m60_40_53_00,Overworld m60_40_53_00,treasure
1040537050,m60_40_53_00,Overworld m60_40_53_00,treasure
1040537060,m60_40_53_00,Overworld m60_40_53_00,treasure
1040547010,m60_40_54_00,Overworld m60_40_54_00,treasure
1040547030,m60_40_54_00,Overworld m60_40_54_00,treasure
1040547090,m60_40_54_00,Overworld m60_40_54_00,treasure
1040557000,m60_40_55_00,Overworld m60_40_55_00,treasure
1041327000,m60_41_32_00,Overworld m60_41_32_00,treasure
1041327010,m60_41_32_00,Overworld m60_41_32_00,treasure
1041327020,m60_41_32_00,Overworld m60_41_32_00,treasure
1041327030,m60_41_32_00,Overworld m60_41_32_00,treasure
1041327040,m60_41_32_00,Overworld m60_41_32_00,treasure
1041327050,m60_41_32_00,Overworld m60_41_32_00,treasure
1041337000,m60_41_33_00,Overworld m60_41_33_00,emevd
1041337200,m60_41_33_00,Overworld m60_41_33_00,emevd
1041357000,m60_41_35_00,Overworld m60_41_35_00,emevd
1041517000,m60_41_51_00,Overworld m60_41_51_00,treasure
1041517010,m60_41_51_00,Overworld m60_41_51_00,treasure
1041517020,m60_41_51_00,Overworld m60_41_51_00,treasure
1041517030,m60_41_51_00,Overworld m60_41_51_00,treasure
1041527000,m60_41_52_00,Overworld m60_41_52_00,treasure
1041527010,m60_41_52_00,Overworld m60_41_52_00,treasure
1041527020,m60_41_52_00,Overworld m60_41_52_00,treasure
1041527030,m60_41_52_00,Overworld m60_41_52_00,treasure
1041527040,m60_41_52_00,Overworld m60_41_52_00,treasure
1041527070,m60_41_52_00,Overworld m60_41_52_00,treasure
1041527080,m60_41_52_00,Overworld m60_41_52_00,treasure
1041527090,m60_41_52_00,Overworld m60_41_52_00,treasure
1042327000,m60_42_32_00,Overworld m60_42_32_00,treasure
1042327020,m60_42_32_00,Overworld m60_42_32_00,treasure
1042327100,m60_42_32_00,Overworld m60_42_32_00,treasure
1042337000,m60_42_33_00,Overworld m60_42_33_00,treasure
1042337100,m60_42_33_00,Overworld m60_42_33_00,emevd
1042347000,m60_42_34_00,Overworld m60_42_34_00,treasure
1042347010,m60_42_34_00,Overworld m60_42_34_00,treasure
1042347020,m60_42_34_00,Overworld m60_42_34_00,treasure
1042347030,m60_42_34_00,Overworld m60_42_34_00,treasure
1042347100,m60_42_34_00,Overworld m60_42_34_00,treasure
1042357000,m60_42_35_00,Overworld m60_42_35_00,treasure
1042357010,m60_42_35_00,Overworld m60_42_35_00,treasure
1042357020,m60_42_35_00,Overworld m60_42_35_00,treasure
1042357030,m60_42_35_00,Overworld m60_42_35_00,treasure
1042367010,m60_42_36_00,Overworld m60_42_36_00,treasure
1042367030,m60_42_36_00,Overworld m60_42_36_00,treasure
1042367040,m60_42_36_00,Overworld m60_42_36_00,treasure
1042367050,m60_42_36_00,Overworld m60_42_36_00,treasure
1042367060,m60_42_36_00,Overworld m60_42_36_00,treasure
1042377000,m60_42_37_00,Overworld m60_42_37_00,treasure
1042377010,m60_42_37_00,Overworld m60_42_37_00,treasure
1042377060,m60_10_09_02,Overworld m60_10_09_02,treasure
1042377070,m60_10_09_02,Overworld m60_10_09_02,treasure
1042377300,m60_42_37_00,Overworld m60_42_37_00,treasure
1042377700,m60_43_37_00,Overworld m60_43_37_00,emevd
1042387000,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387010,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387020,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387030,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387040,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387050,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387070,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387080,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387090,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387100,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387110,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387120,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387140,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387200,m60_42_38_00,Overworld m60_42_38_00,treasure
1042387400,m60_42_38_00,Overworld m60_42_38_00,emevd
1042387410,m60_42_38_00,Overworld m60_42_38_00,emevd
1042387600,m60_42_38_00,Overworld m60_42_38_00,treasure
1042397010,m60_10_09_02,Overworld m60_10_09_02,treasure
1042397500,m60_42_39_00,Overworld m60_42_39_00,emevd
1042397700,m60_42_39_00,Overworld m60_42_39_00,emevd
1042507020,m60_42_50_00,Overworld m60_42_50_00,emevd
1042517000,m60_42_51_00,Overworld m60_42_51_00,treasure
1042517400,m60_42_51_00,Overworld m60_42_51_00,treasure
1042517410,m60_42_51_00,Overworld m60_42_51_00,treasure
1042517900,m60_42_51_00,Overworld m60_42_51_00,emevd
1042547400,m60_42_54_00,Overworld m60_42_54_00,emevd
1042557000,m60_42_55_00,Overworld m60_42_55_00,emevd
1043307000,m60_43_30_00,Overworld m60_43_30_00,treasure
1043307010,m60_43_30_00,Overworld m60_43_30_00,treasure
1043317000,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317010,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317020,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317030,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317040,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317050,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317060,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317070,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317080,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317090,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317100,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317110,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317120,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317130,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317140,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317150,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317160,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317170,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317180,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317190,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317200,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317210,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317220,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317230,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317240,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317250,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317260,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317270,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317280,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317290,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317300,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317310,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317320,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317330,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317340,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317350,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317360,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317370,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317400,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317900,m60_43_31_00,Overworld m60_43_31_00,treasure
1043317910,m60_43_31_00,Overworld m60_43_31_00,treasure
1043337000,m60_43_33_00,Overworld m60_43_33_00,emevd
1043347000,m60_43_34_00,Overworld m60_43_34_00,treasure
1043347040,m60_43_34_00,Overworld m60_43_34_00,treasure
1043347050,m60_43_34_00,Overworld m60_43_34_00,treasure
1043347100,m60_43_34_00,Overworld m60_43_34_00,treasure
1043347400,m60_43_34_00,Overworld m60_43_34_00,emevd
1043357000,m60_43_35_00,Overworld m60_43_35_00,treasure
1043357010,m60_43_35_00,Overworld m60_43_35_00,treasure
1043357030,m60_43_35_00,Overworld m60_43_35_00,treasure
1043357100,m60_43_35_00,Overworld m60_43_35_00,treasure
1043367010,m60_43_36_00,Overworld m60_43_36_00,treasure
1043367020,m60_43_36_00,Overworld m60_43_36_00,treasure
1043367040,m60_43_36_00,Overworld m60_43_36_00,treasure
1043367070,m60_43_36_00,Overworld m60_43_36_00,treasure
1043367110,m60_43_36_00,Overworld m60_43_36_00,treasure
1043377000,m60_43_37_00,Overworld m60_43_37_00,emevd
1043377400,m60_43_37_00,Overworld m60_43_37_00,emevd
1043387010,m60_43_38_00,Overworld m60_43_38_00,treasure
1043387020,m60_43_38_00,Overworld m60_43_38_00,treasure
1043407000,m60_43_40_00,Overworld m60_43_40_00,treasure
1043407010,m60_43_40_00,Overworld m60_43_40_00,treasure
1043507000,m60_43_50_00,Overworld m60_43_50_00,treasure
1043507010,m60_43_50_00,Overworld m60_43_50_00,treasure
1043527000,m60_43_52_00,Overworld m60_43_52_00,treasure
1043527030,m60_43_52_00,Overworld m60_43_52_00,treasure
1043527400,m60_43_52_00,Overworld m60_43_52_00,treasure
1043527410,m60_43_52_00,Overworld m60_43_52_00,treasure
1043527500,m60_43_52_00,Overworld m60_43_52_00,emevd
1043537100,m60_42_53_00,Overworld m60_42_53_00,emevd
1043537400,m60_43_53_00,Overworld m60_43_53_00,emevd
1044317010,m60_44_31_00,Overworld m60_44_31_00,treasure
1044317020,m60_44_31_00,Overworld m60_44_31_00,treasure
1044317030,m60_44_31_00,Overworld m60_44_31_00,treasure
1044327010,m60_44_32_00,Overworld m60_44_32_00,treasure
1044327020,m60_44_32_00,Overworld m60_44_32_00,treasure
1044327030,m60_44_32_00,Overworld m60_44_32_00,treasure
1044327040,m60_44_32_00,Overworld m60_44_32_00,treasure
1044327400,m60_44_32_00,Overworld m60_44_32_00,emevd
1044327410,m60_44_32_00,Overworld m60_44_32_00,emevd
1044337000,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337020,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337030,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337040,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337050,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337060,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337070,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337080,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337100,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337200,m60_44_33_00,Overworld m60_44_33_00,treasure
1044337210,m60_44_33_00,Overworld m60_44_33_00,emevd
1044347000,m60_44_34_00,Overworld m60_44_34_00,emevd
1044357000,m60_44_35_00,Overworld m60_44_35_00,emevd
1044357100,m60_44_35_00,Overworld m60_44_35_00,emevd
1044367000,m60_44_36_00,Overworld m60_44_36_00,treasure
