flag,flag_source,item_name,region,method,confidence
160950,shop,Festering Bloody Finger,Multiple merchants (various regions),shop_multi,na
160960,synthetic,"RLA/SC: Golden Rune [3] - down cog elevator, to NW item 1",Raya Lucaria Academy,synthetic_areacode,med
160970,synthetic,"RLA/SC: Avionette Soldier Ashes - down cog elevator, to NW item 2",Raya Lucaria Academy,synthetic_areacode,med
170040,shop,Composite Bow,Liurnia of the Lakes,shop_merchant,med
170050,shop,Rift Shield,Liurnia of the Lakes,shop_merchant,med
170060,shop,Blue Crest Heater Shield,Liurnia of the Lakes,shop_merchant,med
170070,synthetic,LL/CFT: Crystal Dart x3 - SW under CFT,Liurnia of the Lakes,synthetic_areacode,med
170080,synthetic,"RLA/CC: Golden Rune [4] - outside, S after bridge, drop down off ledge, to E in corner",Raya Lucaria Academy,synthetic_areacode,med
170140,shop,Rune Arc,Multiple merchants (various regions),shop_multi,na
170150,shop,Bewitching Branch,Liurnia of the Lakes,shop_merchant,med
170180,shop,Immunizing White Cured Meat,Liurnia of the Lakes,shop_merchant,med
170190,shop,Invigorating White Cured Meat,Liurnia of the Lakes,shop_merchant,med
170200,shop,Clarifying White Cured Meat,Liurnia of the Lakes,shop_merchant,med
170350,shop,Sentry's Torch,Liurnia of the Lakes,shop_merchant,med
170360,shop,Rune Arc,Multiple merchants (various regions),shop_multi,na
170370,shop,Golden Sunflower,Liurnia of the Lakes,shop_merchant,med
170380,shop,Distinguished Greatshield,Liurnia of the Lakes,shop_merchant,med
170450,shop,Upper-Class Robe,Liurnia of the Lakes,shop_merchant,med
170460,shop,Consort's Trousers,Liurnia of the Lakes,shop_merchant,med
170470,shop,Prophet Blindfold,Liurnia of the Lakes,shop_merchant,med
170480,shop,Prophet Trousers,Liurnia of the Lakes,shop_merchant,med
170490,shop,Prophet Robe,Liurnia of the Lakes,shop_merchant,med
170500,synthetic,LL/(CM): Ritual Pot - Pidia shop,Liurnia of the Lakes,synthetic_areacode,med
170530,shop,Stonesword Key,Multiple merchants (various regions),shop_multi,na
170540,synthetic,LL/(CM): Glintstone Craftsman's Cookbook [7] - Pidia shop,Liurnia of the Lakes,synthetic_areacode,med
170550,synthetic,TSC/SCIG: Ghost Glovewort [4] - enemy drop to E middle courtyard,Siofra River / Nokron,synthetic_areacode,med
170560,synthetic,"TSC/SCR: Ghost Glovewort [4] - enemy drop SW inner swamp, N end behind tree",Siofra River / Nokron,synthetic_areacode,med
170570,synthetic,TSC/SCIG: Rot Grease x3 - to E middle courtyard,Siofra River / Nokron,synthetic_areacode,med
170640,shop,Scorpion Kite Shield,Liurnia of the Lakes,shop_merchant,med
170650,shop,Gravel Stone,Multiple merchants (various regions),shop_multi,na
170660,shop,Red Crest Heater Shield,Liurnia of the Lakes,shop_merchant,med
170670,shop,Crossed-Tree Towershield,Liurnia of the Lakes,shop_merchant,med
170700,shop,Tree Surcoat,Liurnia of the Lakes,shop_merchant,med
170710,shop,Festering Bloody Finger,Multiple merchants (various regions),shop_multi,na
170770,shop,Stonesword Key,Multiple merchants (various regions),shop_multi,na
170940,shop,Confessor Hood,Liurnia of the Lakes,shop_merchant,med
170950,shop,Confessor Armor,Liurnia of the Lakes,shop_merchant,med
170960,shop,Confessor Gloves,Liurnia of the Lakes,shop_merchant,med
170970,shop,Confessor Boots,Liurnia of the Lakes,shop_merchant,med
170980,shop,Guilty Hood,Liurnia of the Lakes,shop_merchant,med
180130,shop,Preserving Boluses,Caelid,shop_merchant,med
180140,shop,Aeonian Butterfly,Caelid,shop_merchant,med
180260,shop,Stonesword Key,Multiple merchants (various regions),shop_multi,na
180270,synthetic,CL/(SSR): Traveler's Hat - in raised ruin,Caelid,synthetic_areacode,med
180410,shop,Champion Headband,Multiple merchants (various regions),shop_multi,na
180420,shop,Champion Pauldron,Multiple merchants (various regions),shop_multi,na
180430,shop,Champion Bracers,Multiple merchants (various regions),shop_multi,na
180440,shop,Champion Gaiters,Multiple merchants (various regions),shop_multi,na
180450,shop,Greathelm,Caelid,shop_merchant,med
180460,synthetic,CL/(SSR): Golden Rune [4] - in SW Ruin,Caelid,synthetic_areacode,med
180470,synthetic,CL/(SSR): Perfumer's Traveling Garb - in raised ruin,Caelid,synthetic_areacode,med
180500,shop,Iron Helmet,Weeping Peninsula,shop_merchant,med
180510,shop,Scale Armor,Weeping Peninsula,shop_merchant,med
180520,shop,Iron Gauntlets,Weeping Peninsula,shop_merchant,med
180530,shop,Leather Trousers,Weeping Peninsula,shop_merchant,med
180540,shop,Smithing Stone [1],Multiple merchants (various regions),shop_multi,na
180550,shop,Smithing Stone [2],Multiple merchants (various regions),shop_multi,na
180770,shop,Lost Ashes of War,Multiple merchants (various regions),shop_multi,na
180780,shop,Gravel Stone,Multiple merchants (various regions),shop_multi,na
180790,synthetic,"CS/(OLT): Ghost Glovewort [9] - enemy drop in evergaol, under stairs to haligtree seal",Consecrated Snowfield,synthetic_areacode,med
180810,synthetic,CS/OLT: Rotten Duelist Greaves - enemy drop NW of OLT,Consecrated Snowfield,synthetic_areacode,med
180820,shop,Land of Reeds Helm,Caelid,shop_merchant,med
180830,shop,Land of Reeds Armor,Caelid,shop_merchant,med
180840,shop,Land of Reeds Gauntlets,Caelid,shop_merchant,med
180850,shop,Land of Reeds Greaves,Caelid,shop_merchant,med
180870,shop,Dragonwound Grease,Caelid,shop_merchant,med
180880,shop,Spiked Caestus,Caelid,shop_merchant,med
180890,shop,Beast-Repellent Torch,Caelid,shop_merchant,med
180930,shop,Festering Bloody Finger,Multiple merchants (various regions),shop_multi,na
180940,synthetic,CS/OLT: Rotten Greataxe - enemy drop NW of OLT,Consecrated Snowfield,synthetic_areacode,med
190000,shop,[Incantation] Dragonfire,Multiple merchants (various regions),shop_multi,na
190010,shop,[Incantation] Agheel's Flame,Multiple merchants (various regions),shop_multi,na
190020,shop,[Incantation] Magma Breath,Multiple merchants (various regions),shop_multi,na
190030,shop,Thawfrost Boluses,Multiple merchants (various regions),shop_multi,na
190040,shop,[Incantation] Rotten Breath,Multiple merchants (various regions),shop_multi,na
190090,shop,Rune Arc,Multiple merchants (various regions),shop_multi,na
190150,shop,Vagabond Knight Helm,Siofra River / Nokron,shop_merchant,low
190160,shop,Vagabond Knight Armor,Siofra River / Nokron,shop_merchant,low
190170,shop,Vagabond Knight Gauntlets,Siofra River / Nokron,shop_merchant,low
190180,shop,Vagabond Knight Greaves,Siofra River / Nokron,shop_merchant,low
190280,shop,Stonesword Key,Multiple merchants (various regions),shop_multi,na
190290,synthetic,"NS/NEC: Somber Smithing Stone [7] - to W, on corpse overlooking AR boss arena","Nokstella, Eternal City",synthetic_areacode,med
190300,synthetic,NS/NEC: Celestial Dew - in structure far SW end of NS,"Nokstella, Eternal City",synthetic_areacode,med
190350,shop,Dwelling Arrow,Siofra River / Nokron,shop_merchant,low
190360,shop,Larval Tear,Multiple merchants (various regions),shop_multi,na
190370,shop,Shotel,Siofra River / Nokron,shop_merchant,low
190400,shop,Soap,Siofra River / Nokron,shop_merchant,low
190410,shop,Nascent Butterfly,Siofra River / Nokron,shop_merchant,low
190530,shop,Lost Ashes of War,Multiple merchants (various regions),shop_multi,na
190540,synthetic,LAC/LCA: Scepter of the All-Knowing - boss drop,"Leyndell, Royal Capital",synthetic_areacode,med
190550,synthetic,LAC/LCA: All-Knowing Helm - boss drop,"Leyndell, Royal Capital",synthetic_areacode,med
190620,shop,Celestial Dew,Multiple merchants (various regions),shop_multi,na
190630,shop,Gravity Stone Fan,Multiple merchants (various regions),shop_multi,na
190640,shop,Gravity Stone Chunk,Multiple merchants (various regions),shop_multi,na
190650,shop,Prisoner Iron Mask,Siofra River / Nokron,shop_merchant,low
190660,shop,Prisoner Clothing,Siofra River / Nokron,shop_merchant,low
190670,shop,Prisoner Trousers,Siofra River / Nokron,shop_merchant,low
190760,shop,Stonesword Key,Multiple merchants (various regions),shop_multi,na
190770,shop,Lost Ashes of War,Multiple merchants (various regions),shop_multi,na
190810,shop,Rune Arc,Multiple merchants (various regions),shop_multi,na
190820,shop,Festering Bloody Finger,Multiple merchants (various regions),shop_multi,na
190830,shop,Stanching Boluses,Multiple merchants (various regions),shop_multi,na
200250,shop,Smithing Stone [2],Multiple merchants (various regions),shop_multi,na
220550,shop,Falchion,Non-merchant reference (starting gear; items placed in world),shop_reference,na
220630,shop,,Non-merchant reference (starting gear; items placed in world),shop_reference,na
220640,shop,Cracked Pot,Non-merchant reference (starting gear; items placed in world),shop_reference,na
220650,shop,,Non-merchant reference (starting gear; items placed in world),shop_reference,na
220680,shop,Note: Imp Shades,Non-merchant reference (starting gear; items placed in world),shop_reference,na
220690,shop,Note: Flask of Wondrous Physick,Non-merchant reference (starting gear; items placed in world),shop_reference,na
230000,shop,Glintstone Staff,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230020,shop,Clawmark Seal,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230030,shop,[Sorcery] Glintstone Pebble,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230040,shop,[Sorcery] Stars of Ruin,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230050,shop,,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230060,shop,"[Incantation] Flame, Fall Upon Them",Non-merchant reference (caster kit; items placed in world),shop_reference,na
230070,shop,[Incantation] Frenzied Burst,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230080,shop,Carian Knight Helm,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230090,shop,Carian Knight Armor (Altered),Non-merchant reference (caster kit; items placed in world),shop_reference,na
230100,shop,Carian Knight Gauntlets,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230110,shop,Carian Knight Greaves,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230170,shop,Axe Talisman,Non-merchant reference (caster kit; items placed in world),shop_reference,na
230190,shop,Note: Stonedigger Trolls,Non-merchant reference (caster kit; items placed in world),shop_reference,na
250010,shop,Stonesword Key,Multiple merchants (various regions),shop_multi,na
250020,shop,Rune Arc,Multiple merchants (various regions),shop_multi,na
250030,shop,Elden Lord Crown,Roundtable Hold,shop_merchant,high
250040,shop,Elden Lord Armor,Roundtable Hold,shop_merchant,high
250050,shop,Elden Lord Bracers,Roundtable Hold,shop_merchant,high
250060,shop,Elden Lord Greaves,Roundtable Hold,shop_merchant,high
250070,shop,Radahn's Redmane Helm,Roundtable Hold,shop_merchant,high
250080,shop,Radahn's Lion Armor,Roundtable Hold,shop_merchant,high
250090,shop,Radahn's Gauntlets,Roundtable Hold,shop_merchant,high
250100,shop,Radahn's Greaves,Roundtable Hold,shop_merchant,high
250110,shop,Lord of Blood's Robe,Roundtable Hold,shop_merchant,high
250120,shop,Queen's Crescent Crown,Roundtable Hold,shop_merchant,high
250130,shop,Queen's Robe,Roundtable Hold,shop_merchant,high
250140,shop,Queen's Bracelets,Roundtable Hold,shop_merchant,high
250150,shop,Queen's Leggings,Roundtable Hold,shop_merchant,high
250160,shop,Maliketh's Helm,Roundtable Hold,shop_merchant,high
250170,shop,Maliketh's Armor,Roundtable Hold,shop_merchant,high
250180,shop,Maliketh's Gauntlets,Roundtable Hold,shop_merchant,high
250190,shop,Maliketh's Greaves,Roundtable Hold,shop_merchant,high
250200,shop,Malenia's Winged Helm,Roundtable Hold,shop_merchant,high
250210,shop,Malenia's Armor,Roundtable Hold,shop_merchant,high
250220,shop,Malenia's Gauntlet,Roundtable Hold,shop_merchant,high
250230,shop,Malenia's Greaves,Roundtable Hold,shop_merchant,high
250240,shop,Fell Omen Cloak,Roundtable Hold,shop_merchant,high
250250,shop,Royal Knight Helm,Roundtable Hold,shop_merchant,high
250260,shop,Royal Knight Armor,Roundtable Hold,shop_merchant,high
250270,shop,Royal Knight Gauntlets,Roundtable Hold,shop_merchant,high
250280,shop,Royal Knight Greaves,Roundtable Hold,shop_merchant,high
250290,shop,Veteran's Helm,Roundtable Hold,shop_merchant,high
250300,shop,Veteran's Armor,Roundtable Hold,shop_merchant,high
250310,shop,Veteran's Gauntlets,Roundtable Hold,shop_merchant,high
250320,shop,Veteran's Greaves,Roundtable Hold,shop_merchant,high
250330,shop,Furled Finger's Trick-Mirror,Roundtable Hold,shop_merchant,high
250340,shop,Host's Trick-Mirror,Roundtable Hold,shop_merchant,high
250350,shop,Dagger,Multiple merchants (various regions),shop_multi,na
250360,shop,Longsword,Multiple merchants (various regions),shop_multi,na
250370,shop,Scimitar,Roundtable Hold,shop_merchant,high
250380,shop,Battle Axe,Roundtable Hold,shop_merchant,high
250390,shop,Mace,Multiple merchants (various regions),shop_multi,na
250400,shop,Short Spear,Multiple merchants (various regions),shop_multi,na
250410,shop,Rapier,Roundtable Hold,shop_merchant,high
250420,shop,Finger Seal,Multiple merchants (various regions),shop_multi,na
250430,shop,Longbow,Multiple merchants (various regions),shop_multi,na
250440,shop,Heater Shield,Roundtable Hold,shop_merchant,high
250450,shop,Knight Helm,Roundtable Hold,shop_merchant,high
250460,shop,Knight Armor,Roundtable Hold,shop_merchant,high
250470,shop,Knight Gauntlets,Roundtable Hold,shop_merchant,high
250480,shop,Knight Greaves,Roundtable Hold,shop_merchant,high
250500,shop,Briar Helm,Roundtable Hold,shop_merchant,high
250510,shop,Briar Armor,Roundtable Hold,shop_merchant,high
250520,shop,Briar Gauntlets,Roundtable Hold,shop_merchant,high
250530,shop,Briar Greaves,Roundtable Hold,shop_merchant,high
250540,synthetic,RH: Blue Cipher Ring - Twin maiden shop,Roundtable Hold,synthetic_areacode,med
250550,shop,Gaius's Helm,Roundtable Hold,shop_merchant,high
250560,shop,Gaius's Armor,Roundtable Hold,shop_merchant,high
250570,shop,Gaius's Gauntlets,Roundtable Hold,shop_merchant,high
250580,shop,Messmer's Helm,Roundtable Hold,shop_merchant,high
250590,shop,Messmer's Armor,Roundtable Hold,shop_merchant,high
250600,shop,Messmer's Gauntlets,Roundtable Hold,shop_merchant,high
250610,shop,Messmer's Greaves,Roundtable Hold,shop_merchant,high
250620,shop,Rellana's Helm,Roundtable Hold,shop_merchant,high
250630,shop,Rellana's Armor,Roundtable Hold,shop_merchant,high
250640,shop,Rellana's Gloves,Roundtable Hold,shop_merchant,high
250650,shop,Rellana's Greaves,Roundtable Hold,shop_merchant,high
250660,shop,Young Lion's Helm,Roundtable Hold,shop_merchant,high
250670,shop,Young Lion's Armor,Roundtable Hold,shop_merchant,high
250680,shop,Young Lion's Gauntlets,Roundtable Hold,shop_merchant,high
250690,shop,Young Lion's Greaves,Roundtable Hold,shop_merchant,high
270750,shop,Remembrance of the Grafted,Multiple merchants (various regions),shop_multi,na
270760,shop,Remembrance of the Starscourge,Multiple merchants (various regions),shop_multi,na
270770,shop,Remembrance of the Omen King,Multiple merchants (various regions),shop_multi,na
270780,shop,Remembrance of the Blasphemous,Multiple merchants (various regions),shop_multi,na
270790,shop,Remembrance of the Rot Goddess,Multiple merchants (various regions),shop_multi,na
270800,shop,Remembrance of the Full Moon Queen,Multiple merchants (various regions),shop_multi,na
270810,shop,Remembrance of the Blood Lord,Multiple merchants (various regions),shop_multi,na
270850,shop,Remembrance of the Black Blade,Multiple merchants (various regions),shop_multi,na
270860,shop,Remembrance of Hoarah Loux,Multiple merchants (various regions),shop_multi,na
270870,shop,Remembrance of the Dragonlord,Multiple merchants (various regions),shop_multi,na
270880,shop,Remembrance of the Lichdragon,Multiple merchants (various regions),shop_multi,na
270890,shop,Remembrance of the Fire Giant,Multiple merchants (various regions),shop_multi,na
270900,shop,Remembrance of the Regal Ancestor,Multiple merchants (various regions),shop_multi,na
270910,shop,Elden Remembrance,Multiple merchants (various regions),shop_multi,na
270920,shop,Remembrance of the Naturalborn,Multiple merchants (various regions),shop_multi,na
280030,shop,Lone Wolf Ashes,Multiple merchants (various regions),shop_multi,na
280040,shop,[Incantation] Black Flame's Protection,Roundtable Hold,shop_merchant,high
